user_id,session_id,event_date,signup_date,plan,country,device,company_size,feature_used,prompt_category,ai_model,prompt_length_words,tokens_used,latency_seconds,session_duration_minutes,prompts_in_session,regenerated_response,copied_response,rating,feedback,converted_to_paid,revenue_usd,retained_7d,error_flag,response_success
U0061,SESS00133,2026-03-26,2026-03-06,Enterprise,United Kingdom,Tablet,Enterprise,Chat,Writing,GPT-4o,83,583,1.01,4.3,2,No,Yes,5,Positive,Yes,237.15,Yes,No,Yes
U0061,SESS00133,2026-03-26,2026-03-06,Enterprise,United Kingdom,Tablet,Enterprise,Chat,Coding,GPT-4.1,74,616,1.18,4.3,2,Yes,Yes,4,Positive,Yes,237.15,Yes,No,Yes
U0062,SESS00134,2026-01-31,2026-01-06,Pro,United Kingdom,Desktop,Individual,Chat,Coding,GPT-4.1,45,467,1.65,4.6,2,Yes,Yes,5,Positive,Yes,37.70,Yes,No,Yes
U0062,SESS00134,2026-01-31,2026-01-06,Pro,United Kingdom,Desktop,Individual,Chat,Customer Support,GPT-4o,30,276,2.17,4.6,2,Yes,No,2,Negative,Yes,37.70,Yes,No,Yes
U0062,SESS00135,2026-03-22,2026-01-06,Pro,United Kingdom,Desktop,Individual,Voice,Coding,GPT-4o-mini,87,319,2.06,13.8,4,No,Yes,4,Positive,Yes,37.70,Yes,No,Yes
U0062,SESS00135,2026-03-22,2026-01-06,Pro,United Kingdom,Desktop,Individual,Chat,Education,GPT-4o-mini,50,593,1.75,13.8,4,Yes,Yes,4,Positive,Yes,37.70,Yes,No,Yes
U0062,SESS00135,2026-03-22,2026-01-06,Pro,United Kingdom,Desktop,Individual,Search,Coding,GPT-4.1,114,706,1.45,13.8,4,No,Yes,4,Positive,Yes,37.70,Yes,No,Yes
U0062,SESS00135,2026-03-22,2026-01-06,Pro,United Kingdom,Desktop,Individual,File Upload,Research,GPT-4o,51,358,2.93,13.8,4,No,No,5,Positive,Yes,37.70,Yes,No,Yes
U0063,SESS00136,2026-01-04,2025-09-19,Free,India,Tablet,Individual,Chat,Research,GPT-4o-mini,62,465,2.23,11.5,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0063,SESS00136,2026-01-04,2025-09-19,Free,India,Tablet,Individual,Image Generation,Data Analysis,GPT-4.1,23,262,6.66,11.5,2,No,No,3,Neutral,No,0.00,Yes,No,Yes
U0063,SESS00137,2026-03-28,2025-09-19,Free,India,Desktop,Individual,File Upload,Data Analysis,GPT-4o-mini,92,455,3.03,4.2,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0063,SESS00137,2026-03-28,2025-09-19,Free,India,Desktop,Individual,Chat,Customer Support,GPT-4o-mini,93,215,2.4,4.2,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0064,SESS00138,2026-01-09,2025-09-12,Free,Canada,Mobile,Startup,Chat,Coding,GPT-4o-mini,46,126,1.59,4.4,2,No,No,2,Negative,No,0.00,Yes,Yes,No
U0064,SESS00138,2026-01-09,2025-09-12,Free,Canada,Mobile,Startup,Chat,Research,GPT-4o-mini,55,403,1.46,4.4,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0064,SESS00139,2026-03-30,2025-09-12,Free,Canada,Desktop,Startup,Voice,Data Analysis,GPT-4o-mini,71,213,2.55,17.1,2,Yes,Yes,1,Negative,No,0.00,Yes,Yes,No
U0064,SESS00139,2026-03-30,2025-09-12,Free,Canada,Desktop,Startup,File Upload,Data Analysis,GPT-4o-mini,69,263,3.08,17.1,2,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0065,SESS00140,2026-03-10,2025-05-05,Free,United Kingdom,Mobile,Individual,Image Generation,Customer Support,GPT-4.1,69,349,6.21,12.5,2,Yes,No,2,Negative,No,0.00,Yes,No,Yes
U0065,SESS00140,2026-03-10,2025-05-05,Free,United Kingdom,Mobile,Individual,Search,Education,GPT-4o-mini,42,223,1.17,12.5,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0065,SESS00141,2026-03-23,2025-05-05,Free,United Kingdom,Desktop,Individual,Chat,Coding,GPT-4o,32,119,2.42,15.6,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0065,SESS00141,2026-03-23,2025-05-05,Free,United Kingdom,Desktop,Individual,Voice,Education,GPT-4o,105,608,2.81,15.6,2,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0066,SESS00142,2026-02-12,2025-11-06,Pro,Australia,Mobile,Startup,File Upload,Marketing,GPT-4.1,39,236,3.77,20.6,4,No,Yes,5,Positive,Yes,18.70,Yes,No,Yes
U0066,SESS00142,2026-02-12,2025-11-06,Pro,Australia,Mobile,Startup,Chat,Writing,GPT-4o-mini,76,344,1.34,20.6,4,No,No,2,Negative,Yes,18.70,Yes,No,Yes
U0066,SESS00142,2026-02-12,2025-11-06,Pro,Australia,Mobile,Startup,Image Generation,Research,GPT-4o-mini,39,545,6.74,20.6,4,Yes,No,4,Positive,Yes,18.70,Yes,No,Yes
U0066,SESS00142,2026-02-12,2025-11-06,Pro,Australia,Mobile,Startup,Image Generation,Writing,GPT-4.1,79,270,7.44,20.6,4,No,No,2,Negative,Yes,18.70,Yes,No,Yes
U0066,SESS00143,2026-03-16,2025-11-06,Pro,Australia,Mobile,Startup,Image Generation,Writing,GPT-4o,34,295,8.08,13.6,2,No,No,4,Positive,Yes,18.70,Yes,No,Yes
U0066,SESS00143,2026-03-16,2025-11-06,Pro,Australia,Mobile,Startup,Chat,Research,GPT-4o-mini,35,161,1.19,13.6,2,Yes,No,3,Neutral,Yes,18.70,Yes,No,Yes
U0067,SESS00144,2026-01-23,2025-05-21,Free,India,Mobile,Individual,Chat,Writing,GPT-4o-mini,43,486,1.87,17.0,2,No,No,2,Negative,No,0.00,No,Yes,No
U0067,SESS00144,2026-01-23,2025-05-21,Free,India,Mobile,Individual,Voice,Coding,GPT-4o,30,210,2.3,17.0,2,No,No,1,Negative,No,0.00,No,No,Yes
U0067,SESS00145,2026-03-29,2025-05-21,Free,India,Desktop,Individual,File Upload,Coding,GPT-4o,82,231,4.63,4.9,2,No,No,1,Negative,No,0.00,No,No,Yes
U0067,SESS00145,2026-03-29,2025-05-21,Free,India,Desktop,Individual,Chat,Writing,GPT-4o-mini,201,643,1.7,4.9,2,Yes,No,1,Neutral,No,0.00,No,Yes,No
U0068,SESS00146,2026-01-10,2025-10-29,Free,Germany,Mobile,Startup,Chat,Customer Support,GPT-4o-mini,37,470,2.12,5.5,2,No,No,5,Positive,No,0.00,No,No,Yes
U0068,SESS00146,2026-01-10,2025-10-29,Free,Germany,Mobile,Startup,Chat,Education,GPT-4o-mini,36,256,1.62,5.5,2,Yes,No,3,Neutral,No,0.00,No,No,Yes
U0068,SESS00147,2026-01-13,2025-10-29,Free,Germany,Tablet,Startup,Chat,Writing,GPT-4o-mini,95,628,1.8,9.9,2,No,No,5,Positive,No,0.00,No,No,Yes
U0068,SESS00147,2026-01-13,2025-10-29,Free,Germany,Tablet,Startup,Image Generation,Research,GPT-4o-mini,29,297,4.02,9.9,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0069,SESS00148,2026-01-12,2025-08-30,Free,Brazil,Desktop,Startup,Chat,Education,GPT-4o,116,330,3.08,7.8,2,Yes,No,1,Negative,No,0.00,No,Yes,No
U0069,SESS00148,2026-01-12,2025-08-30,Free,Brazil,Desktop,Startup,Search,Education,GPT-4o-mini,97,454,2.25,7.8,2,No,No,5,Positive,No,0.00,No,No,Yes
U0069,SESS00149,2026-02-14,2025-08-30,Free,Brazil,Mobile,Startup,Chat,Customer Support,GPT-4o,108,557,3.05,3.6,2,No,Yes,5,Positive,No,0.00,No,No,Yes
U0069,SESS00149,2026-02-14,2025-08-30,Free,Brazil,Mobile,Startup,Chat,Customer Support,GPT-4o-mini,48,524,0.98,3.6,2,No,No,5,Positive,No,0.00,No,No,Yes
U0070,SESS00150,2026-02-09,2025-10-18,Free,Australia,Mobile,Individual,Chat,Coding,GPT-4o-mini,31,215,1.86,6.4,2,No,No,4,Positive,No,0.00,No,No,Yes
U0070,SESS00150,2026-02-09,2025-10-18,Free,Australia,Mobile,Individual,Search,Customer Support,GPT-4o,92,449,2.11,6.4,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0070,SESS00151,2026-03-29,2025-10-18,Free,Australia,Desktop,Individual,Chat,Data Analysis,GPT-4o-mini,102,433,1.56,4.1,2,Yes,No,3,Positive,No,0.00,No,No,Yes
U0070,SESS00151,2026-03-29,2025-10-18,Free,Australia,Desktop,Individual,Chat,Marketing,GPT-4o-mini,24,230,2.09,4.1,2,No,No,4,Positive,No,0.00,No,No,Yes
U0071,SESS00152,2026-01-14,2025-09-05,Free,Canada,Desktop,Startup,Chat,Writing,GPT-4o-mini,73,451,2.18,7.0,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0071,SESS00152,2026-01-14,2025-09-05,Free,Canada,Desktop,Startup,Search,Education,GPT-4o-mini,34,420,1.14,7.0,2,Yes,No,1,Negative,No,0.00,Yes,Yes,No
U0071,SESS00153,2026-03-28,2025-09-05,Free,Canada,Desktop,Startup,Chat,Data Analysis,GPT-4o-mini,16,290,2.36,5.4,2,No,Yes,5,Positive,No,0.00,Yes,No,No
U0071,SESS00153,2026-03-28,2025-09-05,Free,Canada,Desktop,Startup,Search,Marketing,GPT-4.1,213,631,1.76,5.4,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0072,SESS00154,2026-01-09,2025-12-27,Pro,India,Desktop,SMB,Search,Education,GPT-4o-mini,78,378,1.09,13.8,3,No,Yes,4,Positive,Yes,35.41,Yes,No,Yes
U0072,SESS00154,2026-01-09,2025-12-27,Pro,India,Desktop,SMB,Image Generation,Education,GPT-4.1,41,307,7.31,13.8,3,Yes,No,3,Neutral,Yes,35.41,Yes,No,Yes
U0072,SESS00154,2026-01-09,2025-12-27,Pro,India,Desktop,SMB,Chat,Research,GPT-4o-mini,53,357,2.25,13.8,3,No,No,4,Positive,Yes,35.41,Yes,No,Yes
U0072,SESS00155,2026-03-12,2025-12-27,Pro,India,Desktop,SMB,Image Generation,Data Analysis,GPT-4.1,45,381,7.77,10.3,3,No,No,3,Positive,Yes,35.41,Yes,No,Yes
U0072,SESS00155,2026-03-12,2025-12-27,Pro,India,Desktop,SMB,Image Generation,Education,GPT-4o,121,478,6.91,10.3,3,No,No,4,Positive,Yes,35.41,Yes,No,Yes
U0072,SESS00155,2026-03-12,2025-12-27,Pro,India,Desktop,SMB,File Upload,Data Analysis,GPT-4.1,31,165,3.04,10.3,3,No,Yes,4,Positive,Yes,35.41,Yes,No,Yes
U0073,SESS00156,2026-03-22,2025-08-25,Free,United States,Desktop,Startup,File Upload,Data Analysis,GPT-4o,28,503,4.98,7.4,2,No,No,4,Neutral,No,0.00,Yes,No,Yes
U0073,SESS00156,2026-03-22,2025-08-25,Free,United States,Desktop,Startup,Search,Coding,GPT-4o-mini,34,276,0.89,7.4,2,No,No,5,Positive,No,0.00,Yes,No,Yes
U0073,SESS00157,2026-03-27,2025-08-25,Free,United States,Tablet,Startup,Chat,Education,GPT-4o,40,522,2.27,5.6,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0073,SESS00157,2026-03-27,2025-08-25,Free,United States,Tablet,Startup,Chat,Writing,GPT-4o,107,272,2.05,5.6,2,No,No,3,Positive,No,0.00,Yes,No,Yes
U0074,SESS00158,2026-01-03,2025-06-05,Pro,India,Desktop,Startup,File Upload,Research,GPT-4o-mini,153,392,1.95,4.7,2,Yes,No,4,Positive,Yes,21.98,No,No,Yes
U0074,SESS00158,2026-01-03,2025-06-05,Pro,India,Desktop,Startup,Chat,Marketing,GPT-4o,162,592,1.72,4.7,2,No,No,3,Positive,Yes,21.98,No,No,Yes
U0074,SESS00159,2026-01-21,2025-06-05,Pro,India,Desktop,Startup,Search,Education,GPT-4o,52,378,1.99,13.1,2,No,Yes,5,Positive,Yes,21.98,No,No,Yes
U0074,SESS00159,2026-01-21,2025-06-05,Pro,India,Desktop,Startup,Image Generation,Data Analysis,GPT-4.1,80,495,5.54,13.1,2,Yes,No,2,Negative,Yes,21.98,No,No,Yes
U0074,SESS00160,2026-03-23,2025-06-05,Pro,India,Tablet,Startup,Search,Data Analysis,GPT-4o-mini,58,306,2.27,13.5,2,No,Yes,4,Positive,Yes,21.98,No,No,Yes
U0074,SESS00160,2026-03-23,2025-06-05,Pro,India,Tablet,Startup,Image Generation,Education,GPT-4o-mini,103,354,7.56,13.5,2,No,No,3,Neutral,Yes,21.98,No,No,Yes
U0075,SESS00161,2026-02-08,2026-01-30,Pro,United States,Mobile,SMB,Chat,Research,GPT-4o,17,99,2.3,6.2,2,No,Yes,5,Positive,Yes,15.69,Yes,No,Yes
U0075,SESS00161,2026-02-08,2026-01-30,Pro,United States,Mobile,SMB,File Upload,Writing,GPT-4o,64,427,4.38,6.2,2,No,Yes,4,Positive,Yes,15.69,Yes,No,Yes
U0075,SESS00162,2026-03-26,2026-01-30,Pro,United States,Tablet,SMB,Chat,Writing,GPT-4.1,125,468,1.85,8.2,4,No,Yes,4,Neutral,Yes,15.69,Yes,No,Yes
U0075,SESS00162,2026-03-26,2026-01-30,Pro,United States,Tablet,SMB,Search,Writing,GPT-4o-mini,41,196,2.19,8.2,4,No,No,5,Neutral,Yes,15.69,Yes,No,Yes
U0075,SESS00162,2026-03-26,2026-01-30,Pro,United States,Tablet,SMB,Chat,Coding,GPT-4.1,28,332,2.28,8.2,4,No,Yes,5,Positive,Yes,15.69,Yes,No,Yes
U0075,SESS00162,2026-03-26,2026-01-30,Pro,United States,Tablet,SMB,Search,Customer Support,GPT-4o-mini,62,495,1.83,8.2,4,No,Yes,4,Positive,Yes,15.69,Yes,No,Yes
U0076,SESS00163,2026-02-24,2025-09-13,Free,India,Tablet,SMB,Search,Coding,GPT-4o,65,545,1.5,7.9,2,No,Yes,4,Neutral,No,0.00,Yes,No,Yes
U0076,SESS00163,2026-02-24,2025-09-13,Free,India,Tablet,SMB,Chat,Coding,GPT-4o-mini,182,797,2.52,7.9,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0076,SESS00164,2026-03-10,2025-09-13,Free,India,Mobile,SMB,Chat,Research,GPT-4o-mini,65,323,0.91,6.4,2,No,No,3,Neutral,No,0.00,Yes,No,Yes
U0076,SESS00164,2026-03-10,2025-09-13,Free,India,Mobile,SMB,Chat,Customer Support,GPT-4o-mini,64,524,2.65,6.4,2,Yes,No,4,Positive,No,0.00,Yes,No,Yes
U0077,SESS00165,2026-02-08,2025-10-08,Pro,United States,Mobile,SMB,Chat,Customer Support,GPT-4.1,21,374,1.03,3.4,2,No,Yes,4,Positive,Yes,39.61,Yes,No,Yes
U0077,SESS00165,2026-02-08,2025-10-08,Pro,United States,Mobile,SMB,Chat,Marketing,GPT-4o,62,506,1.21,3.4,2,No,No,3,Negative,Yes,39.61,Yes,No,Yes
U0077,SESS00166,2026-03-20,2025-10-08,Pro,United States,Tablet,SMB,Search,Research,GPT-4o,43,527,1.58,8.3,2,No,Yes,4,Positive,Yes,39.61,Yes,No,Yes
U0077,SESS00166,2026-03-20,2025-10-08,Pro,United States,Tablet,SMB,Chat,Marketing,GPT-4o-mini,137,437,1.42,8.3,2,Yes,No,3,Negative,Yes,39.61,Yes,No,Yes
U0077,SESS00167,2026-03-22,2025-10-08,Pro,United States,Desktop,SMB,Chat,Coding,GPT-4o,23,458,2.97,3.6,2,No,No,5,Positive,Yes,39.61,Yes,No,Yes
U0077,SESS00167,2026-03-22,2025-10-08,Pro,United States,Desktop,SMB,Search,Writing,GPT-4o-mini,65,349,1.03,3.6,2,No,No,2,Negative,Yes,39.61,Yes,No,Yes
U0078,SESS00168,2026-02-08,2025-09-08,Free,United States,Mobile,Individual,Chat,Research,GPT-4o-mini,38,436,1.22,4.3,2,Yes,No,3,Neutral,No,0.00,Yes,No,Yes
U0078,SESS00168,2026-02-08,2025-09-08,Free,United States,Mobile,Individual,Search,Writing,GPT-4.1,93,266,1.3,4.3,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0078,SESS00169,2026-03-20,2025-09-08,Free,United States,Desktop,Individual,File Upload,Data Analysis,GPT-4o-mini,38,456,2.61,6.5,2,Yes,No,3,Neutral,No,0.00,Yes,No,Yes
U0078,SESS00169,2026-03-20,2025-09-08,Free,United States,Desktop,Individual,Chat,Research,GPT-4o,21,472,1.85,6.5,2,No,Yes,5,Neutral,No,0.00,Yes,No,Yes
U0079,SESS00170,2026-03-09,2026-01-31,Free,India,Mobile,SMB,Chat,Writing,GPT-4o-mini,126,558,2.12,4.3,2,No,No,5,Positive,No,0.00,No,No,Yes
U0079,SESS00170,2026-03-09,2026-01-31,Free,India,Mobile,SMB,Chat,Data Analysis,GPT-4o,39,298,2.26,4.3,2,No,Yes,5,Neutral,No,0.00,No,No,Yes
U0079,SESS00171,2026-03-26,2026-01-31,Free,India,Desktop,SMB,File Upload,Writing,GPT-4o-mini,34,467,2.17,5.1,2,Yes,No,2,Negative,No,0.00,No,No,Yes
U0079,SESS00171,2026-03-26,2026-01-31,Free,India,Desktop,SMB,Chat,Coding,GPT-4o-mini,123,549,1.04,5.1,2,No,No,5,Positive,No,0.00,No,No,Yes
U0080,SESS00172,2026-01-20,2025-12-07,Pro,Germany,Desktop,Individual,Search,Writing,GPT-4o-mini,55,482,2.02,12.6,4,No,No,4,Positive,Yes,31.61,Yes,No,Yes
U0080,SESS00172,2026-01-20,2025-12-07,Pro,Germany,Desktop,Individual,Chat,Data Analysis,GPT-4o-mini,86,638,1.73,12.6,4,No,Yes,4,Positive,Yes,31.61,Yes,No,Yes
U0080,SESS00172,2026-01-20,2025-12-07,Pro,Germany,Desktop,Individual,Chat,Writing,GPT-4o-mini,48,515,1.28,12.6,4,No,No,3,Neutral,Yes,31.61,Yes,No,Yes
U0080,SESS00172,2026-01-20,2025-12-07,Pro,Germany,Desktop,Individual,Search,Writing,GPT-4o,48,257,1.01,12.6,4,No,Yes,5,Positive,Yes,31.61,Yes,No,Yes
U0080,SESS00173,2026-02-11,2025-12-07,Pro,Germany,Desktop,Individual,Chat,Writing,GPT-4o-mini,39,428,1.25,16.4,2,Yes,No,3,Positive,Yes,31.61,Yes,No,Yes
U0080,SESS00173,2026-02-11,2025-12-07,Pro,Germany,Desktop,Individual,Image Generation,Marketing,GPT-4o,18,242,9.54,16.4,2,Yes,No,2,Negative,Yes,31.61,Yes,No,Yes
U0081,SESS00174,2026-01-27,2025-07-03,Free,United Kingdom,Desktop,Startup,Search,Research,GPT-4o-mini,89,541,1.52,6.0,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0081,SESS00174,2026-01-27,2025-07-03,Free,United Kingdom,Desktop,Startup,Image Generation,Writing,GPT-4o,54,227,6.4,6.0,2,Yes,No,2,Negative,No,0.00,No,No,Yes
U0081,SESS00175,2026-03-02,2025-07-03,Free,United Kingdom,Tablet,Startup,Voice,Research,GPT-4o,148,433,4.76,16.0,2,No,No,1,Negative,No,0.00,No,Yes,No
U0081,SESS00175,2026-03-02,2025-07-03,Free,United Kingdom,Tablet,Startup,Image Generation,Coding,GPT-4o-mini,57,361,4.36,16.0,2,Yes,No,1,Negative,No,0.00,No,Yes,No
U0082,SESS00176,2026-01-21,2025-10-15,Free,United States,Tablet,Startup,Chat,Data Analysis,GPT-4o,16,462,1.6,6.2,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0082,SESS00176,2026-01-21,2025-10-15,Free,United States,Tablet,Startup,File Upload,Data Analysis,GPT-4o-mini,135,550,2.47,6.2,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0082,SESS00177,2026-02-20,2025-10-15,Free,United States,Tablet,Startup,Chat,Education,GPT-4o,28,284,1.27,5.5,2,No,No,4,Positive,No,0.00,No,No,Yes
U0082,SESS00177,2026-02-20,2025-10-15,Free,United States,Tablet,Startup,Search,Coding,GPT-4o,61,452,2.55,5.5,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0083,SESS00178,2026-01-22,2025-11-11,Free,United Kingdom,Desktop,Individual,Search,Data Analysis,GPT-4o-mini,121,558,2.14,4.8,2,No,Yes,5,Positive,No,0.00,No,No,Yes
U0083,SESS00178,2026-01-22,2025-11-11,Free,United Kingdom,Desktop,Individual,Chat,Coding,GPT-4o-mini,83,195,1.28,4.8,2,No,No,4,Positive,No,0.00,No,No,Yes
U0083,SESS00179,2026-02-27,2025-11-11,Free,United Kingdom,Desktop,Individual,Chat,Research,GPT-4o-mini,188,655,2.18,3.8,2,Yes,Yes,4,Positive,No,0.00,No,No,Yes
U0083,SESS00179,2026-02-27,2025-11-11,Free,United Kingdom,Desktop,Individual,File Upload,Customer Support,GPT-4o-mini,40,553,2.7,3.8,2,No,No,3,Neutral,No,0.00,No,No,Yes
U0084,SESS00180,2026-03-03,2026-02-05,Free,United Kingdom,Desktop,Individual,Chat,Research,GPT-4o-mini,28,153,1.12,7.8,2,No,Yes,5,Positive,No,0.00,No,No,Yes
U0084,SESS00180,2026-03-03,2026-02-05,Free,United Kingdom,Desktop,Individual,Chat,Education,GPT-4o,47,248,2.18,7.8,2,No,No,5,Positive,No,0.00,No,No,Yes
U0084,SESS00181,2026-03-09,2026-02-05,Free,United Kingdom,Mobile,Individual,Voice,Research,GPT-4o,33,250,4.45,9.4,2,No,Yes,5,Positive,No,0.00,No,No,Yes
U0084,SESS00181,2026-03-09,2026-02-05,Free,United Kingdom,Mobile,Individual,Chat,Research,GPT-4.1,26,234,2.85,9.4,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0085,SESS00182,2026-03-01,2026-02-21,Free,United States,Desktop,Individual,File Upload,Coding,GPT-4o,34,209,4.25,5.7,2,No,No,5,Positive,No,0.00,No,No,Yes
U0085,SESS00182,2026-03-01,2026-02-21,Free,United States,Desktop,Individual,Search,Writing,GPT-4o,56,167,1.78,5.7,2,No,Yes,5,Neutral,No,0.00,No,No,Yes
U0085,SESS00183,2026-03-10,2026-02-21,Free,United States,Mobile,Individual,Chat,Data Analysis,GPT-4o-mini,52,309,1.89,14.9,2,No,No,4,Neutral,No,0.00,No,No,Yes
U0085,SESS00183,2026-03-10,2026-02-21,Free,United States,Mobile,Individual,Voice,Writing,GPT-4o-mini,51,324,2.15,14.9,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0086,SESS00184,2026-02-18,2025-08-18,Free,United States,Desktop,Individual,Chat,Research,GPT-4o-mini,29,500,0.81,7.1,2,Yes,No,3,Neutral,No,0.00,No,No,Yes
U0086,SESS00184,2026-02-18,2025-08-18,Free,United States,Desktop,Individual,File Upload,Writing,GPT-4o-mini,81,467,2.76,7.1,2,Yes,Yes,1,Negative,No,0.00,No,Yes,No
U0086,SESS00185,2026-03-01,2025-08-18,Free,United States,Mobile,Individual,Search,Research,GPT-4o,34,219,1.98,7.4,2,No,No,3,Neutral,No,0.00,No,No,Yes
U0086,SESS00185,2026-03-01,2025-08-18,Free,United States,Mobile,Individual,Chat,Research,GPT-4.1,55,503,1.69,7.4,2,Yes,No,1,Negative,No,0.00,No,No,Yes
U0087,SESS00186,2026-02-14,2026-01-19,Pro,India,Tablet,Individual,Chat,Writing,GPT-4.1,58,232,1.93,13.1,3,No,Yes,5,Positive,Yes,30.48,No,No,Yes
U0087,SESS00186,2026-02-14,2026-01-19,Pro,India,Tablet,Individual,Chat,Coding,GPT-4o-mini,78,388,1.95,13.1,3,Yes,No,2,Negative,Yes,30.48,No,No,Yes
U0087,SESS00186,2026-02-14,2026-01-19,Pro,India,Tablet,Individual,Chat,Research,GPT-4o,66,493,0.94,13.1,3,No,Yes,1,Negative,Yes,30.48,No,No,Yes
U0087,SESS00187,2026-02-22,2026-01-19,Pro,India,Mobile,Individual,Image Generation,Data Analysis,GPT-4o,48,612,8.65,21.3,3,Yes,No,3,Neutral,Yes,30.48,No,No,Yes
U0087,SESS00187,2026-02-22,2026-01-19,Pro,India,Mobile,Individual,Chat,Data Analysis,GPT-4o,21,222,2.39,21.3,3,No,Yes,5,Positive,Yes,30.48,No,No,Yes
U0087,SESS00187,2026-02-22,2026-01-19,Pro,India,Mobile,Individual,Chat,Customer Support,GPT-4.1,46,287,2.12,21.3,3,Yes,Yes,5,Positive,Yes,30.48,No,No,Yes
U0088,SESS00188,2026-02-07,2025-10-06,Free,Canada,Desktop,Startup,Chat,Data Analysis,GPT-4o-mini,114,554,1.38,5.4,2,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0088,SESS00188,2026-02-07,2025-10-06,Free,Canada,Desktop,Startup,Search,Writing,GPT-4o-mini,117,392,1.9,5.4,2,No,No,1,Neutral,No,0.00,Yes,No,Yes
U0088,SESS00189,2026-03-19,2025-10-06,Free,Canada,Mobile,Startup,Chat,Coding,GPT-4o-mini,70,555,2.56,5.9,2,Yes,No,3,Neutral,No,0.00,Yes,No,Yes
U0088,SESS00189,2026-03-19,2025-10-06,Free,Canada,Mobile,Startup,Chat,Research,GPT-4o-mini,39,138,2.1,5.9,2,Yes,No,3,Neutral,No,0.00,Yes,No,Yes
U0089,SESS00190,2026-01-08,2025-12-30,Free,India,Desktop,Individual,File Upload,Customer Support,GPT-4o-mini,35,342,3.32,5.4,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0089,SESS00190,2026-01-08,2025-12-30,Free,India,Desktop,Individual,File Upload,Data Analysis,GPT-4o-mini,61,508,3.62,5.4,2,No,No,4,Neutral,No,0.00,No,No,Yes
U0089,SESS00191,2026-03-17,2025-12-30,Free,India,Mobile,Individual,Chat,Marketing,GPT-4o-mini,114,338,2.13,5.0,2,No,No,3,Neutral,No,0.00,No,No,Yes
U0089,SESS00191,2026-03-17,2025-12-30,Free,India,Mobile,Individual,Chat,Customer Support,GPT-4o,58,588,2.61,5.0,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0090,SESS00192,2026-03-21,2026-03-19,Enterprise,India,Desktop,Enterprise,Chat,Education,GPT-4o,80,408,2.79,18.5,5,Yes,No,3,Positive,Yes,387.34,Yes,No,Yes
U0090,SESS00192,2026-03-21,2026-03-19,Enterprise,India,Desktop,Enterprise,Chat,Coding,GPT-4o,33,388,1.64,18.5,5,No,Yes,5,Positive,Yes,387.34,Yes,No,Yes
U0090,SESS00192,2026-03-21,2026-03-19,Enterprise,India,Desktop,Enterprise,Chat,Research,GPT-4o,168,784,1.19,18.5,5,No,No,3,Neutral,Yes,387.34,Yes,No,No
U0090,SESS00192,2026-03-21,2026-03-19,Enterprise,India,Desktop,Enterprise,Chat,Coding,GPT-4.1,93,766,2.32,18.5,5,No,No,5,Positive,Yes,387.34,Yes,No,Yes
U0090,SESS00192,2026-03-21,2026-03-19,Enterprise,India,Desktop,Enterprise,Chat,Coding,GPT-4o,269,770,2.53,18.5,5,No,Yes,3,Positive,Yes,387.34,Yes,No,Yes
U0090,SESS00193,2026-03-28,2026-03-19,Enterprise,India,Mobile,Enterprise,Search,Marketing,GPT-4o,65,569,1.05,8.6,3,No,No,5,Positive,Yes,387.34,Yes,No,Yes
U0090,SESS00193,2026-03-28,2026-03-19,Enterprise,India,Mobile,Enterprise,Chat,Marketing,GPT-4o-mini,31,218,2.56,8.6,3,No,No,5,Positive,Yes,387.34,Yes,No,Yes
U0090,SESS00193,2026-03-28,2026-03-19,Enterprise,India,Mobile,Enterprise,Search,Coding,GPT-4.1,56,191,1.15,8.6,3,Yes,No,3,Neutral,Yes,387.34,Yes,No,Yes
U0091,SESS00194,2026-02-02,2025-05-03,Free,United States,Desktop,Individual,Search,Coding,GPT-4o-mini,23,366,1.79,7.0,2,No,Yes,4,Positive,No,0.00,No,No,Yes
